"study","country","subject_id","subject_gender","subject_age","subject_ethnicity","subject_afford","subject_ses","subject_occupation_parent","subject_urban_rural","subject_religion","subject_religiosity","subject_church","subject_tongues","spev_score","dse_score","pv_score","por_score","abs_score","hall_score","para_score","cog_score","ctl_score"
"Study 4","China",20602,"male",20,"Han",0,0,"Father: Civil Servant, Mother: Self-employed","urban",".",0,".",".",0.571428571428571,0.714285714285714,0.428571428571429,0.25,0.794117647058823,0.666666666666667,0,0.333333333333333,0.75
"Study 4","China",20603,"male",19,"Han",0,-1,"Father: farmer, Mother: farmer","rural",".",-2,".",".",0.352941176470588,1.21428571428571,1.5,0.8125,0.558823529411765,1.16666666666667,0.714285714285714,0.277777777777778,-0.333333333333333
"Study 4","China",20604,"male",21,"Han",0,-1,"Father: Businessman, Mother: Businesswomen","urban",".",-2,".",".",0.181818181818182,0.357142857142857,0.214285714285714,0,0.176470588235294,0.166666666666667,0.285714285714286,-0.888888888888889,0.75
"Study 4","China",20605,"male",19,"Han",0,-1,"Father: Worker, Mother: Free-occupation","urban","I'm influenced by some protestantism opinions. I feel interested in religions in a theological approach.",0,".",".",0.318181818181818,1,1.07142857142857,0.8125,0.558823529411765,0.333333333333333,0.571428571428571,-0.0555555555555556,1
"Study 4","China",20606,"male",20,"Han",0,-2,"Father: Government staff, Mother: Self-employed","urban",".",0,".","1",0.428571428571429,0.928571428571429,0.714285714285714,0.625,0.764705882352941,0.5,0.714285714285714,0.0555555555555556,0.333333333333333
"Study 4","China",20607,"male",21,"Han",0,-2,"Father: farmer, Mother: farmer","rural",".",-1,".",".",0.176470588235294,0.846153846153846,0.214285714285714,0.125,0.617647058823529,1,0.571428571428571,0.333333333333333,0.75
"Study 4","China",20608,"male",19,"Han",0,0,"Father: worker, Mother: accountant","urban",".",-2,".",".",0.933333333333333,1.14285714285714,0.642857142857143,0.5625,0.545454545454545,0.666666666666667,0.428571428571429,-0.222222222222222,0.25
"Study 4","China",20609,"male",18,"Han",0,-1,"Father: Teacher, Mother: Teacher","urban",".",-2,".",".",0.05,0.428571428571429,0.642857142857143,0.1875,0.617647058823529,0.5,0.285714285714286,0.388888888888889,-0.0833333333333333
"Study 4","China",20610,"male",19,"Han",0,-2,"Father: Self-employed, Mother: Self-employed","rural",".",-2,".",".",0,3.28571428571429,0.5,0.533333333333333,0.441176470588235,1,0,0,0.5
"Study 4","China",20611,"female",22,"Han",0,-1,"Father: Architect, Mother: Dentist","urban",".",-1,".",".",0.736842105263158,0.857142857142857,0.714285714285714,0.625,0.735294117647059,0.666666666666667,0.714285714285714,-0.388888888888889,0.916666666666667
"Study 4","China",20612,"female",19,"Han",0,0,"Father: Teacher, Mother: None","urban",".",-2,".",".",0.19047619047619,0.928571428571429,0.357142857142857,0.0625,0.411764705882353,0.833333333333333,0.285714285714286,-0.0555555555555556,0.416666666666667
"Study 4","China",20613,"female",21,"Han",0,-1,"Father: government staff, Mother: Housewife","urban",".",-2,".",".",0.105263157894737,0.785714285714286,1.14285714285714,0.5625,0.5,0.5,0.571428571428571,-0.222222222222222,0.5
"Study 4","China",20614,"female",18,"Han",0,1,"Father: businessman, Mother: accountant","urban","Christianity",2,".","1",1.68181818181818,3.28571428571429,1.14285714285714,0.625,0.647058823529412,1,0.857142857142857,0.222222222222222,-1.08333333333333
"Study 4","China",20615,"female",18,"Korean",0,1,"Father: Retired, Mother: None","rural",".",-1,".",".",0.105263157894737,0.428571428571429,0.357142857142857,0.1875,0.441176470588235,0.5,0.2,0.352941176470588,0.333333333333333
"Study 4","China",20616,"female",20,"Miao",0,0,"Father: IT worker, Mother: none","rural","ghosts & gods",1,"'the white tiger temple'",".",1.18181818181818,2.85714285714286,1.07142857142857,1.0625,0.882352941176471,1.16666666666667,0.857142857142857,0.5,0.166666666666667
"Study 4","China",20617,"female",22,"Han",0,-1,"Father: worker, Mother: worker","urban",".",-2,".",".",0,0.571428571428571,0.714285714285714,0.125,0.411764705882353,0.666666666666667,0,-0.444444444444444,1.33333333333333
"Study 4","China",20618,"female",19,"Han",0,0,"Father: government staff, Mother: teacher","urban",".",0,".",".",0.681818181818182,1.64285714285714,1.28571428571429,0.875,0.852941176470588,1.16666666666667,0.714285714285714,-0.333333333333333,-0.75
"Study 4","China",20619,"female",20,"Han",0,-1,"Father: Worker, Mother: Farmer","rural",".",-2,".",".",0.0952380952380952,1,0.142857142857143,0.0625,0.794117647058823,0.833333333333333,0,0.411764705882353,0.75
"Study 4","China",20620,"female",19,"Han",0,0,"Father: Teacher, Mother: Teacher","urban",".",-1,".",".",0.0476190476190476,0.857142857142857,0.428571428571429,0.266666666666667,0.705882352941177,0,0.142857142857143,0.5,1.25
"Study 4","China",20621,"female",18,"Han",1,0,"Father: Doctor, Mother: Confidential secretary","urban",".",-1,".",".",0.272727272727273,0.642857142857143,0.571428571428571,0.625,0.735294117647059,1,0.285714285714286,0.5,1.41666666666667
"Study 4","China",20622,"female",18,"Tujia",0,-1,"Father: Traffic police, Mother: Government staff","urban",".",-1,".",".",0,0.5,0.714285714285714,0.5625,0.558823529411765,0.166666666666667,0.714285714285714,-0.333333333333333,0.583333333333333
"Study 4","China",20623,"female",19,"Han",0,-2,"Father: self-employed, Mother: none","rural",".",-1,"temples",".",1.2,2.21428571428571,1.57142857142857,1.125,0.735294117647059,1,0.714285714285714,-0.5,0.583333333333333
"Study 4","China",20624,"female",20,"Han",0,-2,"Father: driver, Mother: housewife","urban",".",0,"temple",".",0.0952380952380952,1.21428571428571,0.214285714285714,0.5625,0.617647058823529,0.833333333333333,0,0.388888888888889,-0.166666666666667
"Study 4","China",20625,"female",21,"Yao",0,-1,"Father: Engineer, Mother: Teacher","urban",".",0,".",".",0.545454545454545,1.14285714285714,0.642857142857143,0.1875,0.676470588235294,1,0,0.0555555555555556,0.166666666666667
"Study 4","China",20626,"female",18,"Han",0,0,"Father: Worker, Mother: Worker","urban",".",-2,".",".",0.9,1.92857142857143,0.785714285714286,0.4375,0.911764705882353,2,0.714285714285714,0.5,0.5
"Study 4","China",20627,"female",21,"Han",0,0,"Father: engineer, Mother: doctor","urban",".",0,"temple",".",0.285714285714286,1.64285714285714,0.5,0.4375,0.941176470588235,0.833333333333333,0.571428571428571,0.833333333333333,2.16666666666667
"Study 4","China",20628,"female",20,"Han",0,-1,"Father: businessman, Mother: housewife","urban",".",-1,"temple",".",0.444444444444444,1.14285714285714,0.5,0.6875,0.911764705882353,0.833333333333333,0.714285714285714,1.16666666666667,1.41666666666667
"Study 4","China",20629,"female",20,"Han",0,-1,"Father: Civil servant, Mother: Accountant","urban",".",-2,".",".",0,0.714285714285714,0.857142857142857,0.75,0.794117647058823,1,0.714285714285714,0.222222222222222,1
"Study 4","China",20630,"female",18,"Han",0,-2,"Father: Worker, Mother: Housewife","rural",".",-1,".",".",0.55,0.857142857142857,0.857142857142857,0.4375,0.764705882352941,1,1,0,-0.0833333333333333
"Study 4","China",20631,"female",19,"Han",0,-1,"Father: economist, Mother: retiree","urban",".",0,".",".",0.523809523809524,1.35714285714286,1.42857142857143,1,0.705882352941177,0.666666666666667,0.857142857142857,-0.722222222222222,0.916666666666667
"Study 4","China",20632,"female",20,"Han",0,-1,"Father: freelancer, Mother: employee","urban",".",-1,".",".",0.15,0.5,0.285714285714286,0.375,0.588235294117647,0.666666666666667,0.142857142857143,0.0555555555555556,0.833333333333333
"Study 4","China",20633,"female",20,"Kazak",0,0,"Father: Employee, Mother: Employee","urban","Some Islam habits",0,".",".",0.5,1.5,0.571428571428571,0.375,0.735294117647059,0.666666666666667,0.857142857142857,0.0555555555555556,1
"Study 4","China",20634,"female",21,"Han",0,0,"Father: Civil Servant, Mother: Staff of State-owned enterprises","urban",".",0,".",".",0,1.5,1.57142857142857,0.875,0.470588235294118,0.166666666666667,0.428571428571429,1.05555555555556,2.58333333333333
"Study 4","China",20635,"female",19,"Han",0,-1,"Father: manager, Mother: civil servant","urban",".",-1,"temple",".",0.0952380952380952,0.857142857142857,0.285714285714286,0.3125,0.676470588235294,0.166666666666667,0.428571428571429,0.222222222222222,0.916666666666667
"Study 4","China",20636,"male",20,"Han",0,-1,"Father: teacher, Mother: doctor","urban",".",-1,".",".",0.466666666666667,1.14285714285714,0.928571428571429,0.375,0.705882352941177,0.833333333333333,0.857142857142857,0.555555555555556,0.833333333333333
"Study 4","China",20637,"male",18,"Han",0,-2,"Father: Clerk, Mother: Clerk","urban","Marxism",-2,"Church",".",2,0.428571428571429,0.0714285714285714,0.25,0.911764705882353,0.333333333333333,0.142857142857143,-0.111111111111111,1.58333333333333
"Study 4","China",20638,"male",18,"Han",0,-2,"Father: City greening gardener/worker, Mother: City greening gardener/worker","rural",".",-2,".",".",0.523809523809524,0.714285714285714,0.285714285714286,0,0.636363636363636,1,0.142857142857143,0.722222222222222,0.583333333333333
"Study 4","China",20639,"male",18,"Han",0,-2,"Father: driver, Mother: farmer","rural",".",-1,".",".",0.615384615384615,0.714285714285714,1,0.3125,0.764705882352941,1.16666666666667,0.142857142857143,0.722222222222222,-0.166666666666667
"Study 4","China",20640,"male",18,"Tujia",0,-2,"Father: driver, Mother: none","urban",".",-2,".",".",0.454545454545455,0.714285714285714,0,0,0.558823529411765,0.666666666666667,0,-0.111111111111111,-0.666666666666667
"Study 4","China",20641,"male",21,"Miao",0,-2,"Father: Farmer","rural",".",-1,".",".",0.375,2.14285714285714,0.785714285714286,1.0625,0.970588235294118,0.833333333333333,0.428571428571429,0.166666666666667,1.16666666666667
"Study 4","China",20642,"male",20,"Han",0,-1,"Father: Worker, Mother: Worker","rural",".",-1,".",".",0.210526315789474,0.928571428571429,1.28571428571429,1,0.823529411764706,0.833333333333333,0.857142857142857,0.277777777777778,-0.75
"Study 4","China",20643,"male",20,"Han",0,-2,"Father: manager, Mother: freelancer","urban",".",-1,"church",".",0.2,0.714285714285714,0.642857142857143,0.625,0.5,0.666666666666667,0.571428571428571,0.333333333333333,0.583333333333333
"Study 4","China",20644,"male",19,"Han",0,0,"Father: sailor, Mother: free occupation","urban",".",-2,".",".",NA,0.857142857142857,0.142857142857143,0,0.852941176470588,0.5,0,1.05555555555556,1.16666666666667
"Study 4","China",20645,"male",18,"Han",0,-1,"Father: Teacher, Mother: Teacher","urban",".",-1,".",".",0.80952380952381,2.07142857142857,0.857142857142857,0.5,0.558823529411765,1.33333333333333,0.571428571428571,-0.722222222222222,0.166666666666667
"Study 4","China",20646,"male",18,"Han",0,-1,"Father: Farmer, Mother: Farmer","rural",".",-1,".",".",0.642857142857143,1.07142857142857,1.42857142857143,0.6875,0.705882352941177,0.833333333333333,0.857142857142857,-0.333333333333333,0.166666666666667
"Study 4","China",20647,"male",20,"Han",0,0,"Father: worker, Mother: worker","urban",".",-2,".",".",0,0.857142857142857,0.142857142857143,0,0.558823529411765,0,0,1.05555555555556,1.16666666666667
"Study 4","China",20648,"male",19,"Han",0,-1,"Father: government officer, Mother: middle school teacher","urban",".",0,"Buddhism temples",".",0.263157894736842,1,0.285714285714286,0.5625,0.911764705882353,1,0.714285714285714,-0.388888888888889,0.583333333333333
"Study 4","China",20649,"male",21,"Kazak",0,-1,"Father: Government Staff, Mother: Teacher","urban","Shaman",1,".",".",1.59090909090909,2.85714285714286,1.42857142857143,1.125,0.911764705882353,1.83333333333333,0.857142857142857,0.833333333333333,1.08333333333333
"Study 4","China",20650,"male",19,"Han",0,-1,"Father: Teacher, Mother: Teacher","urban",".",-1,".",".",0.35,1.57142857142857,0.857142857142857,0.5,0.705882352941177,1.16666666666667,0.857142857142857,-0.555555555555556,0.75
"Study 4","China",20651,"male",19,"Kazak",0,-1,"Father: policeman, Mother: officer","urban",".",-1,".",".",0.227272727272727,0.214285714285714,0,0.3125,0.558823529411765,0.666666666666667,0.142857142857143,-0.333333333333333,1.16666666666667
"Study 4","China",20652,"male",21,"Han",0,-2,"Father: a manager of a real estate corporation, Mother: none","rural",".",0,".",".",0,0.5,0.428571428571429,0.0625,0.764705882352941,0.333333333333333,0.428571428571429,0.833333333333333,1.16666666666667
"Study 4","China",20653,"male",23,"Han",0,-2,"Father: Self-employed, Mother: Self-employed","urban",".",-2,".",".",0.176470588235294,0.285714285714286,0,0,0.470588235294118,0,0,0.555555555555556,-0.0833333333333333
"Study 4","China",20654,"male",18,"Han",0,-2,"Father: None, Mother: None","urban",".",-2,".",".",0.545454545454545,0.857142857142857,0.285714285714286,0.5,0.911764705882353,1.16666666666667,0.428571428571429,0.722222222222222,0.75
"Study 4","China",20655,"male",23,"Han",0,-1,"Father: teacher, Mother: none","urban",".",0,"temple",".",1.4,2.64285714285714,1.35714285714286,1.0625,0.882352941176471,0.833333333333333,0.857142857142857,0.555555555555556,0.333333333333333
"Study 4","China",20656,"male",18,"mdata",0,-2,"Father: Teacher, Mother: Teacher","rural",".",-1,".",".",0,0.785714285714286,0.714285714285714,0.125,0.676470588235294,0.5,0,0.388888888888889,0.583333333333333
"Study 4","China",20657,"male",22,"Han",0,0,"Father: Investor, Mother: Administration of Radio and Television","urban",".",0,"Jingian Temple (in Shanghai)","1",0.8,1.35714285714286,0.785714285714286,0.4375,0.735294117647059,0.166666666666667,0.285714285714286,0.555555555555556,0.75
"Study 4","China",20658,"male",20,"Han",0,-2,"Father: Worker, Mother: Worker","rural","Christianity",1,".","1",0.125,1.35714285714286,0.285714285714286,0.1875,0.735294117647059,0.833333333333333,0.142857142857143,-0.5,1.33333333333333
"Study 4","China",20659,"male",20,"Han",0,0,"Father: staff in a company, Mother: free-occupation","urban",".",-2,".",".",0.318181818181818,1.14285714285714,0,0.25,0.676470588235294,1.66666666666667,0.285714285714286,-0.666666666666667,0.333333333333333
"Study 4","China",20660,"male",20,"Han",0,-2,"Father: farmer, Mother: farmer","rural",".",-1,"church (occasionally)",".",0.714285714285714,1.42857142857143,0.5,0.625,0.911764705882353,1.33333333333333,0.857142857142857,0.555555555555556,-0.5
"Study 4","Vanuatu",51000,"female",35,"Ni-Vanuatu",1,2,"Farming","rural","Christianity",2,"Presbyterian","0",1.47619047619048,2.92857142857143,2.35714285714286,1.25,0.5,0.666666666666667,0,0,-0.25
"Study 4","Vanuatu",51001,NA,34,"Ni-Van",0,0,"BSP","rural","SDA",0,"church",".",1.29411764705882,3.78571428571429,1.57142857142857,1.125,0.588235294117647,0.666666666666667,0.571428571428571,0.111111111111111,0.0833333333333333
"Study 4","Vanuatu",51002,"male",28,"Ni-Vanuatu",0,1,"Police force","urban","SDA (Saturday)",2,"SDA, ? use both Saturday and Sunday to go to church","1",2.66666666666667,4.5,1.21428571428571,1.0625,0.696969696969697,0.666666666666667,0.285714285714286,-0.235294117647059,-0.916666666666667
"Study 4","Vanuatu",51003,"male",23,"Ni-Vanuatu",1,0,"Electrol","rural","Christianity",1,"Jehovah Witnesses","1",1.0952380952381,2.21428571428571,1.71428571428571,1.375,0.705882352941177,1,0.714285714285714,0.235294117647059,-0.416666666666667
"Study 4","Vanuatu",51004,"male",35,"Ni-Vanuatu",0,0,"Market","rural","Presbyterian",1,"Presbyterian","1",0.523809523809524,3.64285714285714,0.571428571428571,1,0.181818181818182,0.166666666666667,0.571428571428571,-0.166666666666667,1.16666666666667
"Study 4","Vanuatu",51005,"male",20,"Ni-Vanuatu",1,-1,"Farmer","rural","[Illegible]",0,"SDA","0",1.16666666666667,3.35714285714286,1.71428571428571,1.4375,0.735294117647059,0.833333333333333,0.428571428571429,0.166666666666667,0.333333333333333
"Study 4","Vanuatu",51006,"male",18,"Ni-Vanuatu",0,0,"Tagabe","rural","Bible Church",2,"Bible Church","0",0.545454545454545,2.71428571428571,1.5,1.625,0.705882352941177,0.833333333333333,0.571428571428571,0.0555555555555556,0
"Study 4","Vanuatu",51007,"male",17,"Ni-Vanuatu",0,-1,"Ministry of Trade","rural","SDA",1,"SDA Churches","1",0.863636363636364,2.42857142857143,1.64285714285714,1.125,0.882352941176471,0.5,0.714285714285714,0,-0.583333333333333
"Study 4","Vanuatu",51008,"female",20,"Ni Vanuatu",0,0,"gardena","rural","SDA (Seventh Day Adventist)",1,"SDA (Seventh Day Adventist)","0",0.3,3,1.07142857142857,0.733333333333333,0.484848484848485,0.5,0.285714285714286,-0.166666666666667,-0.333333333333333
"Study 4","Vanuatu",51009,"female",22,"Ni-Vanuatu",1,1,"Freshwater","urban","Living Water [Fresh waters]",1,"Living Waters","1",1.5,4,2,1.5625,0.612903225806452,1.16666666666667,0.714285714285714,-0.611111111111111,0.25
"Study 4","Vanuatu",51010,"female",18,"Ni-Vanuatu",0,0,"Farmer & Housewife","rural","Christianity",1,"AoG","1",1.63636363636364,3.21428571428571,1.78571428571429,1.125,1,1.5,0,0.0555555555555556,0.0833333333333333
"Study 4","Vanuatu",51011,"male",18,"Ni Vanuatu",0,0,"Stay at home","rural","COC",2,"CMC","1",1.11111111111111,2.71428571428571,1.71428571428571,0.9375,0.705882352941177,0.666666666666667,0.714285714285714,-0.0588235294117647,-1.63636363636364
"Study 4","Vanuatu",51012,"female",17,"Ni-Vanuatu",0,0,"Dad: Police, Mom: Accountant","urban","Sunday Worship",1,"Presbyterian","1",1.76190476190476,3,1.78571428571429,1.5625,0.911764705882353,1,0.714285714285714,0.222222222222222,0
"Study 4","Vanuatu",51013,NA,21,"Melanesian (Ni-Vanuatu)",0,0,"PSC / Unicef","urban","Catholic",1,"Family worship, Ark Healing Ministry","1",1.31578947368421,3.21428571428571,1.57142857142857,1.375,0.588235294117647,0.333333333333333,0.428571428571429,0.0555555555555556,-0.666666666666667
"Study 4","Vanuatu",51014,"female",24,"NiVanuatu",1,-1,"Housewife/self employed","urban","Bible Church of Vanuatu",1,"Catholic church","1",1.27272727272727,4.14285714285714,2.14285714285714,1.3125,0.666666666666667,0.166666666666667,0,0.0555555555555556,-1
"Study 4","Vanuatu",51015,"male",21,"Ni-Vanuatu",0,0,"Palm Casino","rural","Christian",0,"New Covenant Church","1",2.31818181818182,3.5,1.07142857142857,1.25,0.575757575757576,1.83333333333333,0.428571428571429,0.333333333333333,-0.833333333333333
"Study 4","Vanuatu",51016,"male",25,"Ni-Vanuatu",0,-1,"Gardener","rural",".",0,"Apostolic Life Ministry","1",0.6,2.35714285714286,2,0.9375,0.852941176470588,0.166666666666667,0.333333333333333,-0.0555555555555556,0.5
"Study 4","Vanuatu",51017,"male",22,"Ni-Vanuatu",1,-1,"Casino","rural","Christian",1,"Penuma Presbyterian Church","1",2.22727272727273,2.92857142857143,1.14285714285714,1.0625,0.558823529411765,0.5,0.4,0.388888888888889,0.666666666666667
"Study 4","Vanuatu",51018,"male",17,"Ni-Van",1,1,"Ifira Wharf","urban","SDA",1,"Tunoz Church","1",1.5,2.64285714285714,2.07142857142857,1,0.71875,0.5,0.714285714285714,-0.222222222222222,0.333333333333333
"Study 4","Vanuatu",51019,"female",21,"Ni Vans",0,0,"Farmer","rural","Church of Christ",1,"Sarabolu","1",1.45454545454545,3.92857142857143,1.85714285714286,1.375,0.705882352941177,0.833333333333333,0.142857142857143,-0.722222222222222,-0.833333333333333
"Study 4","Vanuatu",51020,"female",22,"Ni-Vanuatu",1,0,"Save the Children Staff","urban","Baptist",0,"Curace baptiat Blodineir","0",2.07692307692308,2.78571428571429,1.42857142857143,1.1875,0.727272727272727,1,0.428571428571429,0.277777777777778,-0.333333333333333
"Study 4","Vanuatu",51021,"male",23,"Ni-Vanuatu",1,0,"Guard at casino","rural","The Church of Jesus Christ of Latter Day Saints",1,"The Church of Jesus Christ of Latter Day Saints","1",0.941176470588235,4.5,1.28571428571429,1.26666666666667,1,0.833333333333333,0.5,-0.5,-0.333333333333333
"Study 4","Vanuatu",51022,"male",21,"Ni Van",0,-1,"Agriculture","urban","Christian",2,"NTM Church","1",1,1.42857142857143,1.5,1.0625,0.393939393939394,0.666666666666667,0,0.222222222222222,0.0833333333333333
"Study 4","Vanuatu",51023,"female",21,"Ni-Vanuatu",1,-1,"Receptionist","rural",".",1,"Presbyterian Church","1",1.54545454545455,3.23076923076923,0.642857142857143,0.8125,0.484848484848485,1,0.571428571428571,-0.111111111111111,0.25
"Study 4","Vanuatu",51024,"female",24,"Ni-Vanuatu",1,0,"Carpenter - Housewife","rural","Sunday Worship",0,"AOG (Tebakor)","1",1.76470588235294,4.57142857142857,1.64285714285714,1.6875,0.794117647058823,1.33333333333333,0.285714285714286,0.166666666666667,-0.5
"Study 4","Vanuatu",51025,"female",21,"Ni-Vanuatu",0,-1,"Farming","urban","Assemblies of God (AOG)",1,"Evangel Temple","1",1.36363636363636,3.64285714285714,1.57142857142857,1.1875,0.636363636363636,0.666666666666667,0.714285714285714,-0.166666666666667,-0.833333333333333
"Study 4","Vanuatu",51026,"male",30,"Ni-Van",1,-1,"Farming","rural","Anglican",0,"Freshwater + Anglican Church","0",0.571428571428571,2.64285714285714,1.78571428571429,1.3125,0.617647058823529,0.5,0.571428571428571,0,0.5
"Study 4","Vanuatu",51027,"male",38,"Ni-Van",0,1,"farming","urban","Sunday",2,"Presbyterian","1",1.88888888888889,3.92857142857143,1.21428571428571,1.0625,1,0.333333333333333,0.285714285714286,-0.222222222222222,-0.0909090909090909
"Study 4","Vanuatu",51028,"female",18,"Ni-Vanuatu",0,0,"Self-employed","rural","S.D.A",1,"S.D.A","0",0.545454545454545,2.78571428571429,1.5,1.625,0.705882352941177,0.833333333333333,0.571428571428571,0.0555555555555556,0
"Study 4","Vanuatu",51029,"male",21,"Ni-Vanuatu",1,-1,"Teacher","rural","Anglican",1,"Church","1",1.23809523809524,3.14285714285714,1.85714285714286,1.4,0.882352941176471,1.16666666666667,0.428571428571429,0.333333333333333,0.0833333333333333
"Study 4","Vanuatu",51030,"male",22,"Ni-Van",1,0,"Housekeeping","urban","SDA",0,"SDA","1",0.5,2.64285714285714,1.57142857142857,1.33333333333333,0.794117647058823,1.16666666666667,0.285714285714286,0,-0.333333333333333
"Study 4","Vanuatu",51031,"male",27,"Ni-Van",1,0,"Housekeeping","rural","Presbyterian",0,"Presbyterian","1",2.22727272727273,3.14285714285714,1.35714285714286,1,0.764705882352941,1.33333333333333,0.428571428571429,-0.222222222222222,0
"Study 4","Vanuatu",51032,"male",18,"Ni-Vanuatu",0,0,"An2","rural","A.O.G.",NA,"Church","0",1.6,3,1.76923076923077,1.25,0.53125,1,1,-0.176470588235294,0.25
"Study 4","Vanuatu",51033,"female",18,".",0,0,"Mom: Secretary, Dad: Construction","urban","Christian",0,"URKC, Upper Room Kingdom Community","1",0.952380952380952,2.85714285714286,0.642857142857143,1.0625,0.806451612903226,1,0.714285714285714,0,-0.333333333333333
"Study 4","Vanuatu",51034,"male",36,"Ni-Vanuatu",0,2,"Santo: Agriculture","urban","Presbyterian",2,"SDA","1",1.06666666666667,4.57142857142857,1,1.1875,0.727272727272727,1,0.714285714285714,-0.277777777777778,-0.333333333333333
"Study 4","Vanuatu",51035,"male",19,"mdata",0,0,"Mother: Teacher, Father: stayhomedad","urban","Christian",0,"Evangal Temple, A.O.G","1",1.18181818181818,3.5,0.642857142857143,1.06666666666667,0.823529411764706,1,0.714285714285714,0,-0.545454545454545
"Study 4","Vanuatu",51036,"female",21,"Ni-Vanuatu",1,0,"Civil Servant","urban","NTM",2,"NTM Agathis College Church","1",2,3.64285714285714,0.785714285714286,1.75,0.735294117647059,1.83333333333333,0.428571428571429,0.277777777777778,-1.25
"Study 4","Vanuatu",51037,"female",18,"Ni-Vanuatu",0,0,"Work (travel to [illegible] in Hartas company","urban","SDA",0,"Presbyterian","1",1.26315789473684,2.78571428571429,1.28571428571429,1.2,0.794117647058823,2,1,0.0555555555555556,-1.08333333333333
"Study 4","Vanuatu",51038,NA,18,"Ni-Van",1,1,"garden","rural","AoG",2,"global mission","1",1.55,4,2.35714285714286,1.4375,0.78125,1,0.5,-0.277777777777778,0
"Study 4","Vanuatu",51039,"female",17,"Ni-Vanuatu",0,0,"Gardener","rural","SDA (Seventh Day Adventist)",1,"SDA (Seventh Day Adventist)","0",0.3,2.92307692307692,1.07142857142857,1.375,0.617647058823529,0.5,0.285714285714286,-0.166666666666667,0.666666666666667
"Study 4","Vanuatu",51040,"female",19,"Ni-Vanuatu",0,0,"Gardener","rural","CMC Church",0,"New Covenant Church of Vanuatu","1",1.9375,2.78571428571429,1.07142857142857,1.3125,0.96969696969697,1.5,0.285714285714286,-0.166666666666667,-0.333333333333333
"Study 4","Vanuatu",51041,NA,29,"Ni-Vanuatu",0,0,"Teachers & House keeper","rural","Sabbath",2,"S.D.A.","0",1.70588235294118,4,1.14285714285714,1.25,0.735294117647059,0.5,0.714285714285714,0.277777777777778,0.0833333333333333
"Study 4","Vanuatu",51042,"male",21,"Ni-Vanuatu",0,-1,"Teachers","rural","Christian",0,"Presbyterian","1",0.764705882352941,2.38461538461538,1,0.8125,0.575757575757576,0.5,0.428571428571429,-0.111111111111111,0.166666666666667
"Study 4","Vanuatu",51043,"female",18,"Ni-Vanuatu",0,0,"Fletcher","urban","Sunday worship",1,"Jehovah's Witness","1",1.5,3,1.78571428571429,1.5625,0.96875,1.16666666666667,0.833333333333333,-0.333333333333333,-0.166666666666667
"Study 4","Vanuatu",51044,"male",29,"Ni-Vanuatu",1,0,"V.M.F. Camp (Morbile)","urban","Presbyterian",1,"Malasitapu Presbyterian","1",1.38888888888889,3.92857142857143,1.35714285714286,1.4375,0.676470588235294,2.16666666666667,0.714285714285714,0.111111111111111,-0.916666666666667
"Study 4","Vanuatu",51050,"female",21,"Ni-Van",0,0,"Freshwater 1 area","urban",".",0,"Family Worship Ark Healing Ministry","1",0.35,3.07142857142857,1,1.6875,0.470588235294118,0.666666666666667,0.166666666666667,-0.222222222222222,-0.25
"Study 4","Vanuatu",51051,"female",24,"Ni-Vanuatu",1,-1,"Father: Carpenter, Mother: Housewife","urban",".",1,"N.T.M. Church (Niel Thomas Ministry)","1",1.17647058823529,3.78571428571429,0.785714285714286,1.0625,0.5,0.5,0.142857142857143,0.0555555555555556,-0.166666666666667
"Study 4","Vanuatu",51052,"female",26,"Melanesian, Ni-Vanuatu",0,0,"Farmer","rural","Presbyterian",1,"Presbyterian","1",1.13333333333333,3.57142857142857,1,1,0.823529411764706,0.333333333333333,0.571428571428571,0.277777777777778,-0.416666666666667
"Study 4","Vanuatu",51053,"female",22,"Ni-Van",1,-2,"Gardener","rural","Youth",2,"SDA","1",1.5,4.35714285714286,1.78571428571429,1.5625,1,0.833333333333333,1,0.166666666666667,-0.5
"Study 4","Vanuatu",51054,"female",23,"Melanesian - Ni-Van",1,0,"Gardener/Aid Nurse","rural","Presbyterian",0,"SDA Church (Topua) Melapua?","0",0.473684210526316,2.92857142857143,1,1.125,0.558823529411765,0.833333333333333,0.571428571428571,-0.0555555555555556,-0.333333333333333
"Study 4","Vanuatu",51055,"male",21,"Ni-Vanuatu",0,0,"Employer","urban","Only Christian",2,"Presbyterian Church",".",2,4.78571428571429,2.14285714285714,1.4375,0.970588235294118,0.833333333333333,0.571428571428571,0.5,-0.833333333333333
"Study 4","Vanuatu",51056,"female",22,"Port Vila, Vanuatu",0,-1,"House wife / Connectional Services","rural","Bible Church of Vanuatu",1,"Bible Church of Vanuatu","1",1.33333333333333,3.57142857142857,1.64285714285714,1.6875,0.941176470588235,1.16666666666667,0.571428571428571,0.111111111111111,0.666666666666667
"Study 4","Vanuatu",51057,"female",20,"Melanesian, Ni-Vanuatu",0,0,"Gardener","rural","Presbyterian",2,"Klirtern Church","0",1.40909090909091,3.71428571428571,0.785714285714286,1.25,0.852941176470588,0.833333333333333,0.285714285714286,-0.277777777777778,0
"Study 4","Vanuatu",51058,"female",23,"Melanesian Ni-Vanuatu",0,0,"Gardener","urban","Presbyterian",0,"Seaside Future Church","1",1.26666666666667,4.14285714285714,1.35714285714286,1.25,0.588235294117647,0.333333333333333,0.428571428571429,-0.166666666666667,0.0833333333333333
